Code,Product Name,Unit,Current Stock,Sales Scheme,,Purc.Scheme,,Cost Price,Value,M.R.P.,Purchase Price,Sales Price,Company,Manufacturer,Rack No.,
ZZZZZ11804,POOCHIE PLAY PANTS 42s (L) 1 PACK,PCS,18,0,0,0,0,255.4399,"4,597.92",599.00,266.00,305.00,ROMSONS (DIAPER),,,
ZZZZZ11805,POOCHIE PLAY PANTS 50s (M) 1 PACK,PCS,18,0,0,0,0,255.4398,"4,597.92",599.00,266.00,305.00,ROMSONS (DIAPER),,,
ZZZZZ11806,POOCHIE PLAY PANTS 54s (XL) 1 PACK,PCS,18,0,0,0,0,373.9200,"6,730.56",999.00,373.92,430.00,ROMSONS (DIAPER),,,
ZZZZZ11807,POOCHIE PLAY PANTS 56s (S) 1 PACK,PCS,24,0,0,0,0,255.4400,"6,130.56",599.00,266.00,305.00,ROMSONS (DIAPER),,,
ZZZZZ11808,POOCHIE PLAY PANTS 62s (L) 1 PACK,PCS,6,0,0,0,0,373.9200,"2,243.52",999.00,373.92,430.00,ROMSONS (DIAPER),,,
ZZZZZ11809,POOCHIE PLAY PANTS 74s (M) 1 PACK,PCS,6,0,0,0,0,373.9200,"2,243.52",999.00,373.92,430.00,ROMSONS (DIAPER),,,
ZZZZZ11810,POOCHIE PLAY PANTS 78s (S) 1 PACK,PCS,6,0,0,0,0,373.9200,"2,243.52",999.00,373.92,430.00,ROMSONS (DIAPER),,,
ZZZZZ11812,POOCHIETOTAL PLAY TSD 10(24) 1 PACK,PCS,48,0,0,0,0,56.4300,"2,708.64",199.00,57.00,66.00,ROMSONS,,,
ZZZZZ11811,POOCHIETOTAL PLAY TSD 24(12) 1 PACK,PCS,24,0,0,0,0,142.9558,"3,430.94",499.00,144.40,165.00,ROMSONS,,,
THPOO101,PORGEST-100 10'S,PCS,2320,0,0,0,0,28.0000,"64,960.00",186.56,28.00,36.50,THEOGEN,,IP110936,
THPOO102,PORGEST-200 10's,PCS,880,0,0,0,0,45.5000,"40,040.00",400.31,45.50,55.00,THEOGEN,,IP110938,
THPOI101,PORGEST-250 INJ 1 ML,PCS,939,0,0,0,0,17.1500,"16,103.85",159.38,17.15,21.00,THEOGEN,,IP107107,
THPOI201,PORGEST-500 INJ 2 ML,PCS,1,0,0,0,0,23.7500,23.75,257.81,23.75,28.00,THEOGEN,,IP107108,
TEPOUC01,PORTRONICS USB CHARGING 1,PCS,80,0,0,0,0,550.8500,"44,068.00",0.00,550.85,0.00,TECHNICAL,,,
CAPOG101,POSACAD GR 100 MG TAB 10's,PCS,250,0,0,0,0,700.0000,"175,000.00","8,430.00",700.00,810.00,CADILA(VOLTA),,IP110734,
CAPOG301,POSACAD GR 300 MG TAB 10'S,PCS,0,0,0,0,0,"4,299.9200",0.00,"10,781.25","4,299.92","4,950.00",CADILA(VOLTA),,IP110736,
A00512,POSACAD GR TAB 100MG (POSACON) 10 TAB,PCS,0,0,0,0,0,900.0000,0.00,"8,430.00",900.00,"1,380.00",CADILA(VOLTA),,IP110734,
EMCU0067,POSID INJ Vial,PCS,0,0,0,0,0,84.0000,0.00,181.18,84.00,97.00,ZEE,,,
A00552,POSTURE CORRECTOR-SPECIAL PCS,PCS,0,0,0,0,0,357.3900,0.00,950.00,361.00,415.00,ROMSONS,,,
A00553,POSTURE CORRECTOR-UNIVERSAL PCS,PCS,2,0,0,0,0,357.3900,714.78,950.00,361.00,415.00,ROMSONS,,,
GOPOI501,POTAMIN INJ.10ML 50X10 ML,PCS,8,0,0,0,0,140.0000,"1,120.00",703.13,140.00,180.00,GOPISH,,,
MAPOC101,POTASSIUM CHLORIDE (KALCO) 10 ML,PCS,3497,0,0,0,0,3.5625,"12,458.06",25.20,3.75,4.50,MARTIN,,IP110749,
MAPOC501,POTASSIUM CHLORIDE (KALCO) 50X10 ML,PCS,17,0,0,0,0,167.7224,"2,851.28","1,254.38",176.55,220.00,MARTIN,,IP110749,
MAPOC502,POTASSIUM CHLORIDE (KALCO) 50X10 ML,PCS,127,0,0,0,0,177.8872,"22,591.67","1,260.00",187.25,215.34,MARTIN,,IP110749,
REPOC101,POTASSIUM CHLORIDE 10 ML 50X10 ML,PCS,2,0,0,0,0,160.0000,320.00,0.00,160.00,200.00,REGAIN,,,
HIPOC101,POTASSIUM CHLORIDE 15%(POTAHIN 50X10 ML,PCS,27.46,0,0,0,0,165.0000,"4,530.90","1,254.38",165.00,210.00,HINDUSTAN,,,
JAPOC601,POTASSIUM CHLORIDE 600MG SR 100 TAB,PCS,0,0,0,0,0,350.0000,0.00,796.88,350.00,440.00,JACKSON,,,
VUPOCI01,POTASSIUM CHLORIDE INJ.10ML 10ML,PCS,200,0,0,0,0,8.0000,"1,600.00",23.06,8.00,10.80,VULCAN,,IP110749,
VIPOCI01,POTASSIUM CHLORIDE IP 400GM 400GM,PCS,20,0,0,0,0,48.5000,970.00,190.00,50.00,60.00,VIKASH,,,
JAPOCT01,POTASSIUM CHLORIDE TAB 600MG 10X10,PCS,0,0,0,0,0,350.0000,0.00,0.00,350.00,300.00,JACKSON,,,
VIPOCI02,POTASSIUM CITRATE I.P 400 GM,Gms.,0,0,0,0,0,169.7500,0.00,400.00,175.00,225.00,VIKASH,,,
NEPOP401,POTASSIUM PERMANGANATE 400 GM,PCS,257,0,0,0,0,86.4500,"22,217.65",400.00,91.00,115.00,NEO,,,
VIPOP401,POTASSIUM PERMANGANATE 400 GM,PCS,5,0,0,0,0,106.7000,533.50,350.00,110.00,130.00,VIKASH,,,
NEPOP101,POTASSIUM PERMANGRANTE 12X20 GM,PCS,-6.499,0,0,0,0,69.5400,-451.94,336.00,73.20,108.00,NEO,,,
VIPOP101,POTASSIUM PERMANGRATNATE 12X20 GM,PCS,1,0,0,0,0,72.7500,72.75,360.00,75.00,96.00,VIKASH,,,
A00005,POTLOR MB SYP 200ML,PCS,1510,0,0,25,1,42.4038,"64,029.74",260.25,49.00,49.00,ELDER,,,
SAPOI102,POTLYTE INJECTION 10 ML 5x10 ML,PCS,79,0,0,0,0,45.4500,"3,590.55",125.44,45.45,55.00,SAMARTH,,IP110744,
AMPOPI01,POTTASIUM PERMANGRANATE I.P 20 GM,PCS,-2319,0,0,0,0,0.0000,0.00,30.00,8.00,10.00,AMAR,,,
SHPOP401,POTTASSIUM PERMANGRANATE 400 GM,PCS,351,0,0,0,0,121.6000,"42,681.60",350.00,128.00,125.00,SHARP,,,
PRPOO101,POTWIN-10ML 10ML,PCS,0,0,0,0,0,2.8200,0.00,28.59,3.00,3.60,PROTECH,,,
ROPOAS01,POUCH ARM SLING - LARGE PCS,PCS,2,0,0,0,0,154.8650,309.73,410.00,155.80,180.00,ROMSONS,,,
ROPOAS02,POUCH ARM SLING - MEDIUM PCS,PCS,2,0,0,0,0,154.8650,309.73,410.00,155.80,180.00,ROMSONS,,,
ROPOAS03,POUCH ARM SLING - SMALL PCS,PCS,2,0,0,0,0,154.8650,309.73,410.00,155.80,180.00,ROMSONS,,,
KEPOO101,POVIALL OINTMENT 15 GM 15gm,PCS,262,0,0,0,0,10.5500,"2,764.10",33.47,10.55,10.55,KEMSYN,,IP110784,
KEPOO201,POVIALL OINTMENT 250 GM 250gm,PCS,105,0,0,0,0,112.9100,"11,855.55",437.81,112.91,112.91,KEMSYN,,IP110784,
KEPOS101,POVIALL SOLUTION 10% 100 ML 100ML,PCS,543,0,0,0,0,32.7100,"17,761.53",100.78,32.71,32.71,KEMSYN,,,
KEPOS102,POVIALL SOLUTION 100 ML 100ml,PCS,-25,0,0,0,0,22.5800,-564.50,46.20,22.58,22.58,KEMSYN,,IP110784,
KEPOS501,POVIALL SOLUTION 5% 100 ML 100ml,PCS,-183,0,0,0,0,22.5800,"-4,132.14",46.20,22.58,22.58,KEMSYN,,,
KEPOS502,POVIALL SOLUTION 500 ML 500ml,PCS,64,0,0,0,0,98.3700,"6,295.68",231.00,98.37,98.37,KEMSYN,,IP110784,
CASTPS34,POVIDER-OZ OINT 15GM,PCS,-150,0,0,0,0,0.0000,0.00,154.69,0.00,13.50,ELDER,,,
ELPOMG01,POVIDINE  MOUTH GARGLE 2% 100 ML,PCS,-368,0,0,0,0,19.5000,"-7,176.00",202.65,19.50,22.50,ELDER,,,
EMCU0081,POVIDINE OINT 10% 15GM,PCS,50,0,0,0,0,9.0000,450.00,136.07,9.00,0.00,ELDER,,,
ELPOS202,POVIDINE SOLITUION 2 LTRS 2 LTR,PCS,192,0,0,524,58,262.5000,"50,400.00",924.00,325.00,325.00,ELDER,,IP110783,
ELPOS501,POVIDINE SOLUTION 5% 100ML 100ML,PCS,1506,0,0,8,1,17.0000,"25,602.00",45.00,21.25,21.25,ELDER,,IP110783,
ALPOG101,POVIKEM GARGLE (100ML) 100ML,PCS,-80,0,0,0,0,23.2300,"-1,858.40",198.00,25.25,25.25,ALKEM(HC),,IP110783,
ALPOPG01,POVIKEM POWDER (10 GM) 10 gm,PCS,409,0,0,0,0,9.2000,"3,762.80",70.00,10.00,9.70,ALKEM(HC),,IP110788,
ALPOS501,POVIKEM SCRUB (500ML) 500 ml,PCS,129,0,0,0,0,159.3900,"20,561.31",455.58,173.25,173.25,ALKEM(HC),,IP110783,
ALPOO101,POVIKEM-OZ (15G) 15Gm,PCS,180,0,0,0,0,12.0980,"2,177.64",95.60,13.15,13.15,ALKEM(HC),,IP110785,
AKPO1501,POVIMAYDINE 10 % 500 ML,PCS,100,0,0,0,0,120.0000,"12,000.00",504.00,120.00,145.00,AKUMENTIS,,,
AKPO1101,POVIMAYDINE 10% 100ML 100ML,PCS,0,0,0,0,0,29.8500,0.00,100.80,29.85,36.00,AKUMENTIS,,,
AKPO1102,POVIMAYDINE 100ML 100 ML,PCS,90,0,0,0,0,19.0000,"1,710.00",45.15,19.00,23.00,AKUMENTIS,,,
AKPO2201,POVIMAYDINE 2000ML 2 LTR,PCS,30,0,0,0,0,290.0000,"8,700.00",900.90,290.00,350.00,AKUMENTIS,,,
AKPO5501,POVIMAYDINE 5 % 500 ML,PCS,187,0,0,0,0,74.0000,"13,838.00",225.75,74.00,90.00,AKUMENTIS,,,
AKPOMG01,POVIMAYDINE MOUTH GARGLE 100ML,PCS,0,0,0,0,0,21.0000,0.00,170.16,21.00,23.50,AKUMENTIS,,,
AKPOO101,POVIMAYDINE OINTMENT 10GM 10GM,PCS,1650,0,0,0,0,8.2000,"13,530.00",27.19,8.20,9.90,AKUMENTIS,,,
AKPOO102,POVIMAYDINE OINTMENT 125GM 125GM,PCS,213,0,0,0,0,52.0000,"11,076.00",159.84,52.00,63.00,AKUMENTIS,,,
AKPOO201,POVIMAYDINE OINTMENT 20GM 20GM,PCS,25,0,0,0,0,14.4500,361.25,46.41,14.45,14.10,AKUMENTIS,,,
AKPO7101,POVIMAYDINE-SS 7.5% 100ML 100 ML,PCS,970,0,0,0,0,32.0000,"31,040.00",86.10,32.00,38.50,AKUMENTIS,,,
AKPO7501,POVIMAYDINE-SS 7.5% 500ML 500ML,PCS,0,0,0,0,0,75.0000,0.00,425.25,75.00,145.00,AKUMENTIS,,,
EAPO1P01,POVIMON 10G POVIDONE IODINE 5% 10GM,PCS,5050,0,0,0,0,5.2500,"26,512.50",27.19,5.25,9.25,EAMON,,,
EAPO1P02,POVIMON 15G POVIDONE IODINE 5% 15 GM,PCS,671,0,0,0,0,6.5000,"4,361.50",41.25,6.50,8.25,EAMON,,,
ZEPOM101,POVIZ M 15 GM 15 GM,PCS,2,0,0,2,24,0.5869,1.17,39.38,8.67,8.75,ZENITH,,,
ZEPOO101,POVIZ OINT 15 GM,PCS,264,0,0,0,0,7.4000,"1,953.60",40.78,7.40,9.00,ZENITH,,,
ZZZZZ11857,POVIZ OINTMENT 250GM 250GM,PCS,-1070,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,ZENITH,,POVZE,
GLPOED01,POWERDEW EYE DROPS 10ML,PCS,0,0,0,0,0,10.0000,0.00,129.09,10.00,10.00,GLENMARK,,IP102548,
ROPRT101,PRAROS-40 TAB 10 TAB,PCS,150,0,0,0,0,7.0000,"1,050.00",338.06,7.00,9.00,ROUSSEL(NEW),,,
ZZZZZ11746,PRASUMEG-10 TAB 10X10 10'S,PCS,0,0,0,0,0,19.0000,0.00,"2,915.63",19.00,0.00,MEGMA,,,
ROPR1T01,PRASUROS 10 TAB 10'S,PCS,0,0,0,0,0,28.8300,0.00,"2,109.38",31.00,35.50,ROUSSEL(NEW),,,
HBPR2M01,PRAZOCIN 2.5 MG 10'S,PCS,8100,0,0,0,0,6.5000,"52,650.00",0.00,6.50,8.00,HOCHEST BIOTECH INDIA,,,
ELPR2T01,PRAZOSIN 2.5 TABS 30'S,PCS,190,0,0,9,1,29.9295,"5,686.61",374.06,36.95,36.95,ELDER,,,
ELPR5T01,PRAZOSIN 5 TABS 30'S,PCS,120,0,0,9,1,28.3500,"3,402.00",492.19,35.00,35.00,ELDER,,,
MYPRT101,PREBGENE-M TABS 10 TAB,PCS,0,0,0,0,0,18.0000,0.00,164.06,18.00,20.50,MYLAN,,IP108833,
CEPR5T01,PRED 5 TAB (P-SOLONE) 80X10 TAB,PCS,53,0,0,0,0,265.0000,"14,045.00","1,196.25",265.00,370.00,CENTURY,,,
ELPR1T01,PREDCORTIL 10 TABS 10's,PCS,-495,0,0,19,1,5.9850,"-2,962.58",12.66,7.00,7.00,ELDER,,IP110836,
ELPR5T02,PREDCORTIL 5 TABS 10's,PCS,11199,0,0,19,1,3.4200,"38,300.58",7.23,4.00,4.00,ELDER,,IP110850,
DAPRT401,PREDNI-10 TAB 40X10 tab,PCS,2,0,0,0,0,223.0000,446.00,0.00,223.00,280.00,DANISH,,,
ALPR1V01,PREDNIKEM 125 (VIAL) Vial,PCS,2478,0,0,0,0,50.1400,"124,246.92",407.80,54.50,54.50,ALKEM(HC),,IP108858,
ALPR4101,PREDNIKEM 4 (10'S) 10's,PCS,0,0,0,0,0,11.5000,0.00,52.50,12.50,12.50,ALKEM(HC),,IP108869,
ALPR4V01,PREDNIKEM 40 (VIAL) Vial,PCS,1790,0,0,0,0,21.6292,"38,716.27",48.77,23.51,24.75,ALKEM(HC),,IP108868,
ALPR8101,PREDNIKEM 8 (10'S) 10'S,PCS,-40,0,0,0,0,20.2400,-809.60,62.50,22.00,22.00,ALKEM(HC),,IP108872,
A00559,PREDNISOLONE 10 MG TAB 70X10,PCS,0,0,0,0,0,450.0000,0.00,"1,706.25",450.00,540.00,SGS,,PREDNISOLONE,
MAPRI201,PREDNISOLONE INJ 24X10 ML,PCS,3,0,0,0,0,280.5540,841.66,"1,123.88",295.32,340.80,MARTIN,,IP110854,
JAPRT201,PREDNISOLONE TAB 20MG 10X10,PCS,0,0,0,0,0,120.0000,0.00,0.00,120.00,145.00,JACKSON,,IP110843,
PEPRT701,PREDNISOLONE TAB 70X100 TAB,PCS,1.29,0,0,0,0,"1,820.0000","2,347.80","3,937.50","1,820.00","2,184.00",PENTA,,,
ELPRT501,PREGA TEST 50 KIT,PCS,4,0,0,0,0,244.1250,976.50,"3,515.63",262.50,260.00,ELDER,,,
CAPRC101,PREGABACAD CAP 10's,PCS,7095,0,0,0,0,15.0000,"106,425.00",101.94,15.00,12.00,CADILA,,IP110871,
CAPRMC01,PREGABACAD M CAP 10X10 C 10's,PCS,640,0,0,0,0,25.2000,"16,128.00",164.31,25.20,30.00,CADILA,,IP108827,
CAPRNT01,PREGABACAD NT TAB 10's,PCS,640,0,0,0,0,22.0000,"14,080.00",124.62,22.00,26.50,CADILA,,IP110880,
CAPRTT01,PREGABACAD TOTAL TAB 10's,PCS,1000,0,0,0,0,42.0000,"42,000.00",215.33,42.00,50.00,CADILA,,IP110881,
Z1PR7M01,PREGABALIN 75 MG CAP IP 10X10 CAP,PCS,0,0,0,0,0,52.0000,0.00,0.00,52.00,65.00,ZZZZZZ 1340,,PREZE,
CASTPS25,PREGABALIN CAP 75 MG 10'S,PCS,5000,0,0,0,0,5.2000,"26,000.00",0.00,5.20,6.30,ZENITH,,,
VIPRE101,PREGALY ETMAX 10X10,PCS,0,0,0,0,0,306.0000,0.00,"2,193.75",306.00,0.00,VIVIER,,,
ABPR7T01,PREGAMET 75 TAB 10'S,PCS,0,0,0,0,0,38.0250,0.00,254.10,42.25,38.00,ABBOTT,,IP108827,
AKPRC101,PREGAPLUS -M CAP (AL) 10'S,PCS,540,0,0,0,0,20.5900,"11,118.60",158.81,20.59,19.30,AKUMENTIS,,,
ROPRC101,PREGAROS-75 CAP 10's,PCS,0,0,0,0,0,14.2848,0.00,113.44,15.36,18.80,ROUSSEL(NEW),,,
DEPRD301,PREGAVOX - D - 30 10 TAB,PCS,0,0,0,0,0,29.0000,0.00,229.69,29.00,38.30,DELLWICH,,IP110873,
DEPRF101,PREGAVOX - FORTE 10 TAB,PCS,0,0,0,0,0,26.0000,0.00,159.38,26.00,34.32,DELLWICH,,IP108785,
DEPRC101,PREGAVOX-M CAP 10 CAP,PCS,0,0,0,0,0,23.0000,0.00,159.38,23.00,30.45,DELLWICH,,IP108827,
DEPR1T01,PREGAVOX-XR-50 10 TAB,PCS,0,0,0,0,0,11.0000,0.00,117.19,11.00,14.52,DELLWICH,,IP110864,
DEPR1T02,PREGAVOX-XR-75 10 TAB,PCS,0,0,0,0,0,14.2800,0.00,131.25,14.28,18.85,DELLWICH,,IP110871,
KEPRN501,PREGAWALK NT 50/10 10's,pcs,130,0,0,0,0,13.3200,"1,731.60",133.13,13.32,13.32,KEMSYN,,IP110868,
KEPRN701,PREGAWALK NT 75/10 10's,PCS,380,0,0,0,0,12.4200,"4,719.60",248.44,12.42,12.42,KEMSYN,,,
CAPR2M01,PREGNIHOXX 2 ML,PCS,0,0,0,0,0,16.5000,0.00,0.00,16.50,19.75,CAREMAX,,,
INPR3T01,PREGVOM 30 TAB 30's,PCS,2675,0,0,0,0,20.0000,"53,500.00",141.09,20.00,20.35,INTAS,,IP105542,
INPRPN01,PREGVOM PLUS NF 30 TAB 30's,PCS,970,0,0,0,0,24.5000,"23,765.00",158.44,24.50,24.95,INTAS,,IP105546,
CEPRT201,PREMOUNT-N TAB 20x10 TAB,PCS,60,0,0,0,0,76.0000,"4,560.00",935.25,76.00,100.00,CENTURY,,,
ROPRRT01,PREP RAZOR - TRIMMER PLUS PCS,PCS,800,0,0,0,0,9.2541,"7,403.28",34.69,9.31,10.75,ROMSONS,,GS-9024P,
ROPRC102,PREROS-PLUS CAP 10'S,PCS,0,0,0,0,0,16.5540,0.00,"1,450.00",17.80,19.00,ROUSSEL(NEW),,,
ORPRI401,PREROSE-40 INJ 40 MG,PCS,584,0,0,0,0,16.0000,"9,344.00",233.44,16.00,23.00,ORLEY,,,
JAPRI401,PRESTIROD-S INJ 40 MG INJ,PCS,0,0,0,0,0,17.0000,0.00,52.50,17.00,25.00,JACKSON,,IP108867,
INPRN101,PREVENT N 10 TAB 10's,PCS,3099,0,0,0,0,9.0600,"28,076.94",57.54,9.06,9.85,INTAS,,IP109584,
GLPRT101,PREVOSS-NT Tablets 10'S,PCS,202,0,0,19,1,23.7500,"4,797.50",220.31,25.00,25.00,GLENMARK,,IP110880,
GLPRPT01,PREVOSS-NTM PR Tablets 10'S,PCS,0,0,0,0,0,33.2500,0.00,253.13,35.00,35.00,GLENMARK,,IP110881,
CAPRNT02,PRILOMUT N TAB 30X10 T 10's,PCS,300,0,0,0,0,7.6920,"2,307.60",56.60,0.00,9.30,CADILA,,IP109584,
HAPR1M01,PRIMAQUINE 15 MG TAB 10 TAB,PCS,110,0,0,0,0,16.5000,"1,815.00",53.85,16.50,19.00,HAB,,,
HAPR7M01,PRIMAQUINE 7.5 MG 10'TAB,PCS,0,0,0,0,0,10.0000,0.00,24.88,10.00,12.50,HAB,,,
JAPR7T01,PRIMAQUINE 7.5MG TAB 100X10,PCS,0,0,0,0,0,90.0000,0.00,"4,875.00",90.00,"1,000.00",JACKSON,,IP110898,
JAPR7T02,PRIMAQUINE 7.5MG TAB 10X10,PCS,0,0,0,0,0,90.0000,0.00,0.00,90.00,110.00,JACKSON,,IP110898,
JAPRT202,PRIMAQUINE TAB 2.5MG 10X10,PCS,0,0,0,0,0,40.0000,0.00,0.00,40.00,48.00,JACKSON,,IP110896,
ELPRNT01,PRIMEOUT N TABS 10's,PCS,181,0,0,0,0,6.8400,"1,238.04",56.53,0.00,8.00,ELDER,,,
ELPR5S01,PRIMEROSE 500 SOFTGELS 15's,PCS,400,0,0,9,1,30.3750,"12,150.00",475.00,37.50,37.50,ELDER,,,
DAPRT201,PRIMONT-N TAB 200x10's,PCS,-19900,0,0,0,0,780.0000,"-15,522,000.00",0.00,780.00,940.00,DANISH,,,
QUPRNT01,PRIMOUNT N TAB 20X10,PCS,47,0,100,0,0,78.0000,"3,666.00","1,125.00",78.00,100.00,QUEST,,IP109584,
THPRL501,PRIMRIN LOTION 50 ML,PCS,347,0,0,0,0,16.6500,"5,777.55",57.23,16.65,19.20,THEOGEN,,IP110423,
THPRS701,PRIMRIN SOAP 75 GM,PCS,332,0,0,0,0,17.0000,"5,644.00",60.00,17.00,19.60,THEOGEN,,IP110416,
THPR3G01,PRIMRIN-OINT 30 GM,PCS,313,0,0,0,0,13.0000,"4,069.00",51.30,13.00,15.50,THEOGEN,,IP110424,
CUPRGC01,PRO GLO CREAM 15 GM 15GM,PCS,0,0,0,0,0,45.5400,0.00,205.00,49.50,51.98,CURETECH,,,
ELPRT101,PRO-5 TAB 10'S,PCS,0,0,0,0,0,3.5000,0.00,28.13,3.50,4.38,ELIKEM,,,
SAPRI201,PROCHLORPERAZINE INJ 24x10 ML,PCS,-0.375,0,0,0,0,276.4800,-103.68,697.50,288.00,336.00,SAMIR,,,
DEPR1T03,PROCLAX-5 10 TAB,PCS,0,0,0,0,0,3.9000,0.00,35.63,3.90,5.54,DELLWICH,,IP110917,
PRPR2A01,PROCOLINE 2ML (CITICOLINE) AMP,PCS,165,0,0,0,0,19.7400,"3,257.10",280.31,21.00,25.00,PROTECH,,IP103969,
ZZZZZ11859,PRODRIP IV SET 200X90 MM,PCS,0,0,0,0,0,4.0000,0.00,0.00,4.00,5.00,ISHWARI,,PROIS,
CUPRG101,PRODUCT GLOSSARY 1,PCS,40,0,0,0,0,0.9200,36.80,0.00,1.00,1.05,CURETECH,,,
BAPR1101,PROFOL 1% (PROPOFOL) 1 VIAL,PCS,220,0,0,0,0,19.0000,"4,180.00",152.01,19.00,25.00,BAXTER,,,
AKPRR101,PROGESDROX (BL) 10's,PCS,0,0,0,0,0,15.0000,0.00,362.81,15.00,61.00,AKUMENTIS,,,
ELPR2I01,PROGESTON 250  INJ 2 ML,PCS,0,0,0,20,1,17.5714,0.00,229.69,20.50,21.50,ELDER,,,
ELPR5I01,PROGESTON 500 INJ 2 ML,PCS,0,0,0,20,1,24.8571,0.00,356.25,29.00,30.00,ELDER,,,
KEPRS201,PROGISPHERE SR 200 10's,PCS,250,0,0,0,0,46.3800,"11,595.00",280.31,46.38,46.38,KEMSYN,,IP110923,
KEPRS301,PROGISPHERE SR 300 10's,PCS,864,0,0,0,0,68.8900,"59,520.96",443.44,68.89,68.89,KEMSYN,,IP110929,
DLPR1I01,PROGXY 150MG INJ 1 ML,PCS,0,0,0,0,0,45.0000,0.00,160.00,45.00,0.00,DEV LIFE,,,
REPRR201,PROMETHAZINE (RENALGAN) 2ML,PCS,0,0,0,0,0,2.3000,0.00,9.09,2.30,2.75,REGAIN,,PROMEREGAL,
JAPR2M01,PROMETHAZINE 25 MG TAB 10X10 TAB,PCS,0,0,0,0,0,35.0000,0.00,0.00,35.00,45.00,JACKSON,,IP110955,
MAPRI202,PROMETHAZINE INJ 2ML(PROGEN) 2ml,PCS,550,0,0,0,0,1.9285,"1,060.68",6.74,2.03,2.80,MARTIN,,IP110955,
MAPRI203,PROMETHAZINE INJ 2ML(PROGEN) 50X2ML,PCS,19.6,0,0,0,0,111.8150,"2,191.57",337.03,117.70,140.00,MARTIN,,IP110955,
HIPRIP01,PROMETHAZINE INJ PROMOHIN 50X2 ML,PCS,357,0,0,0,0,80.0000,"28,560.00",381.56,80.00,110.00,HINDUSTAN,,IP110963,
ATPRT501,PROMETHAZINE TAB 50X100 TAB,PCS,1,0,0,0,0,375.0000,375.00,"1,406.25",375.00,450.00,ATUL,,,
JAPR6S01,PROMETHZNE 60ML SYRUP 60ML,PCS,0,0,0,0,0,10.0000,0.00,0.00,10.00,12.00,JACKSON,,IP110963,
EMPRS601,PROMOFIC SUSPENSION 60ML 60 ML,PCS,25,0,0,0,0,15.5000,387.50,70.31,15.50,15.50,EMCURE,,,
MIPR1101,PROPOFOL (EPUROL) 10 10 ML,PCS,2857,0,0,0,0,12.0000,"34,284.00",83.81,12.00,14.00,MIRACALUS (EXP),,,
MIPR2201,PROPOFOL (EPUROL) 20 20 ML,PCS,5134,0,0,0,0,26.0000,"133,484.00",151.88,26.00,29.90,MIRACALUS (EXP),,,
BIPR1I01,PROPOFOL (MAKFOL) 1% INJ 20ML,PCS,80,0,0,0,0,28.0000,"2,240.00",168.27,28.00,35.00,BIOMAK,,,
OSPRI201,PROPOFOL INJ (MAKFOL) 20 ML,PCS,40,0,0,0,0,27.0000,"1,080.00",136.50,27.00,35.00,OSCAR,,,
PUPRI101,PROPOFOL INJ.(MCT-PROFOL) 10X20 ML,PCS,-2,0,0,0,0,600.0000,"-1,200.00","3,271.88",600.00,750.00,PUNISKA,,,
EMCU0069,PROPOTEC 10 ML (PROPOFOL) VIAL,PCS,8374,0,0,0,0,22.5600,"188,917.44",69.68,24.00,27.00,PROTECH,,,
PRPR2M01,PROPOTEC 20 ML (PROPOFOL) Vial,PCS,776,0,0,0,0,28.0000,"21,728.00",105.76,30.00,34.00,PROTECH,,IP110971,
BIPR7C01,PROSOVIT 75 CAP 20X10,PCS,-0.5,0,0,0,0,330.0000,-165.00,"2,320.31",330.00,400.00,BIOCHEM,,,
SAPRIS01,PROTA INJ (PROTAMINE SULPHATE) 5 ML,PCS,18,0,0,0,0,30.9100,556.38,51.28,30.91,37.00,SAMARTH,,IP110993,
GLPRI501,PROTAMINE (NEUTRAHEP) INJ 5 ML,PCS,-250,0,0,0,0,38.5000,"-9,625.00",50.50,38.50,44.00,GLAND,,IP110992,
PRPR1V01,PROTAXIME 1000 (CEFOTAXIM) Vial,PCS,4208,0,0,0,0,15.0400,"63,288.32",41.95,16.00,17.75,PROTECH,,IP102936,
PRPR2V01,PROTAXIME 250 (CEFOTAXIME) Vial,PCS,420,0,0,0,0,9.4000,"3,948.00",15.94,10.00,11.50,PROTECH,,IP102940,
PRPR5V01,PROTAXIME 500 (CEFOTAXIME) Vial,PCS,1759,0,0,0,0,12.2200,"21,494.98",22.83,13.00,14.50,PROTECH,,IP102943,
INPRPC01,PROTEEN PLUS CHOCOLATE 200 GM 200gm,PCS,15,0,0,0,0,46.0000,690.00,475.00,46.00,50.00,INTAS,,IP113163,
0000302319,PROTEEN PLUS CHOCOLATE 220gm ( 220GM,PCS,0,0,0,0,0,46.0000,0.00,511.50,46.00,50.00,INTAS,,,
GSPRP201,PROTIBOX-DHA POWDER 200 GM,PCS,-40,0,0,0,0,0.0000,0.00,495.00,0.00,10.00,GLEN SMITH,,,
ELPRP201,PROTIGAL POWDER 200 GM,PCS,43,0,0,0,0,35.7000,"1,535.10",492.19,42.00,43.00,ELDER,,,
ELPRP202,PROTIGAL POWDER 220GM,PCS,1058,0,0,20,1,36.0000,"38,088.00",492.18,42.00,42.00,ELDER,,,
A00546,PROTIL MD5 TAB 10'S,PCS,0,0,0,0,0,8.5000,0.00,86.25,8.50,10.20,MEGMA,,,
SEPRCP01,PROTIPARK CHOCO PET 200 gm,,37,0,0,0,0,28.0000,"1,036.00",290.63,28.00,34.50,SEARLE,,,
